Amino.Acid,Iupred.score,ANN,PSSM,SVM,Consensus,normalization,SiteNum,Set,Response
S,0.40511,0.1,-0.28,-0.956,-0.379,0.004716981,3052,train,0
S,0.40511,0.456,0.245,-0.112,0.196,0.014553015,1833,train,0
S,0.40511,0.699,1.111,0.508,0.773,0.033921303,947,train,0
S,0.408655,0.05,-0.426,-2.05,-0.809,0.00443459,773,train,0
S,0.408655,0.051,-0.105,-1.238,-0.431,0.012987013,2578,train,0
S,0.408655,0.342,0.05,-0.414,-0.007,0.020953757,873,train,0
S,0.408655,0.732,1.325,0.848,0.968,0.201612903,915,train,1
S,0.408655,0.735,1.06,0.363,0.719,0.003412969,3142,train,0
S,0.41194,0.041,-0.419,-1.624,-0.667,0.033264033,91,test,NA
S,0.41194,0.544,0.599,-0.091,0.351,0.10625,3320,train,0
S,0.41194,0.743,0.459,0.67,0.624,0.004219409,2445,train,0
S,0.41194,0.766,1.057,0.937,0.92,0.538461539,738,train,1
S,0.414856,0.047,-0.499,-1.361,-0.604,0.005524862,2870,train,0
S,0.414856,0.078,-0.289,-1.442,-0.551,0.00650289,1284,train,0
S,0.414856,0.096,-0.12,-1.257,-0.427,0.007936508,372,train,0
S,0.414856,0.169,-0.332,-0.918,-0.36,0.070600632,3482,test,NA
S,0.414856,0.204,-0.162,-1.253,-0.404,0.002270148,3063,train,0
S,0.414856,0.215,-0.144,-0.857,-0.262,0.020348837,3521,train,0
S,0.414856,0.222,-0.079,-1.064,-0.307,0.002173913,2268,train,0
S,0.414856,0.238,0.112,-0.475,-0.042,0.03125,1222,train,0
S,0.414856,0.335,-0.042,-0.505,-0.071,0.006810443,3036,train,0
S,0.414856,0.467,-0.173,-0.388,-0.031,0.033333333,3688,train,0
S,0.414856,0.918,1.676,1.406,1.333,0.113079019,3022,train,1
S,0.41486,0.263,-0.021,-0.692,-0.15,0.010075567,2416,train,0
S,0.41486,0.347,0.193,-0.383,0.052,0.017632242,731,train,0
S,0.4186,0.205,-0.003,-0.894,-0.231,6.46831e-4,2487,test,NA
S,0.4186,0.212,-0.112,-0.997,-0.299,0.003154574,1572,test,NA
S,0.418646,0.016,-0.57,-1.963,-0.839,0.010869565,3578,train,0
S,0.418646,0.062,-0.278,-1.061,-0.426,0.081743869,1074,test,NA
S,0.418646,0.178,-0.13,-0.962,-0.305,0.004115226,1720,test,NA
S,0.418646,0.228,0.026,-0.607,-0.118,0.003289474,1683,train,0
S,0.418646,0.27,-0.091,-0.641,-0.154,4.1841e-4,3365,test,NA
S,0.418646,0.305,0.264,-0.587,-0.006,0.011589404,2253,train,0
S,0.418646,0.537,0.026,-0.029,0.178,4.1841e-4,3446,train,0
S,0.418646,0.578,0.897,0.31,0.595,0.025974026,2864,train,0
S,0.418646,0.746,1.219,0.557,0.841,0.037037037,3683,train,0
S,0.42204,0.337,0.09,-0.187,0.08,0.022670025,1872,train,0
S,0.422041,0.02,-0.514,-2.041,-0.845,0.012658228,2405,test,NA
S,0.422041,0.039,-0.366,-1.766,-0.698,0.002061856,533,train,0
S,0.422041,0.063,-0.112,-1.428,-0.492,0.011589404,3572,train,0
S,0.422041,0.284,0.045,-0.623,-0.098,0.161290323,3300,test,NA
S,0.422041,0.369,0.354,-0.379,0.115,0.063569682,1200,train,0
S,0.422041,0.613,0.887,0.092,0.531,0.090909091,3174,train,0
S,0.42561,0.025,-0.543,-1.827,-0.782,0.058020478,2960,train,0
S,0.42561,0.025,-0.634,-2.068,-0.892,0.041152263,2469,train,0
S,0.42561,0.051,-0.431,-1.658,-0.679,0.037542662,1042,train,0
S,0.42561,0.058,-0.082,-1.535,-0.52,0.032608696,1016,train,0
S,0.42561,0.087,-0.427,-1.847,-0.729,0.085714286,3239,train,0
S,0.42561,0.332,0.133,-0.569,-0.035,0.017730496,536,train,0
S,0.42561,0.372,0.005,-0.421,-0.015,0.002659574,899,train,0
S,0.42561,0.589,0.652,0.296,0.512,0.096256684,1885,train,0
S,0.4292,0.066,-0.15,-1.291,-0.458,0.181818182,1175,train,0
S,0.4292,0.104,-0.333,-1.36,-0.53,0.018181818,2678,train,0
S,0.4292,0.112,0.038,-1.059,-0.303,0.012658228,3206,test,NA
S,0.4292,0.16,0.013,-1.318,-0.382,0.043659044,1795,train,0
S,0.4292,0.205,-0.033,-0.792,-0.207,0.031914894,2317,train,0
S,0.4292,0.206,0.234,-0.749,-0.103,0.002217295,151,train,0
S,0.4292,0.299,-0.116,-0.422,-0.08,0.00908059,3089,train,0
S,0.4292,0.419,0.227,-0.07,0.192,0.3,611,train,0
S,0.4292,0.445,0.385,-0.186,0.215,0.003412969,2911,train,0
S,0.4292,0.527,0.687,-0.144,0.357,0.001655629,3202,train,0
S,0.4292,0.868,1.44,1,1.103,0.145232816,1174,train,1
S,0.433,0.208,0.061,-0.691,-0.141,0.001940492,824,train,0
S,0.433034,0.017,-0.656,-2.606,-1.082,0.016528926,1289,train,0
S,0.433034,0.073,-0.305,-1.282,-0.505,0.02173913,3631,train,0
S,0.433034,0.144,0.113,-0.668,-0.137,0.032258065,2645,train,0
S,0.433034,0.402,0.225,-0.653,-0.009,0.100456621,2042,train,0
S,0.433034,0.408,0.002,-0.625,-0.072,0.022869023,450,train,0
S,0.433034,0.474,0.403,-0.139,0.246,0.025498891,3493,test,NA
S,0.433034,0.506,0.047,-0.388,0.055,0.009433962,2634,train,0
S,0.433034,0.625,0.599,0.105,0.443,0.0041841,3602,test,NA
S,0.433034,0.956,1.728,1.144,1.276,0.4,1259,train,1
S,0.436924,0.103,-0.047,-0.975,-0.306,0.002107482,847,train,0
S,0.436924,0.126,0.136,-0.691,-0.143,0.020304569,2756,test,NA
S,0.436924,0.139,0.334,-0.888,-0.138,0.032608696,1503,train,0
S,0.436924,0.179,-0.124,-1,-0.315,0.012987013,2059,train,0
S,0.436924,0.182,-0.005,-0.706,-0.176,0.008928571,2707,train,0
S,0.436924,0.412,0.043,-0.223,0.077,0.016632017,2243,train,0
S,0.436924,0.659,0.942,0.372,0.658,0.021074816,1106,train,0
S,0.436924,0.662,0.637,0.485,0.595,0.089130435,3041,train,0
S,0.436924,0.936,1.413,1.67,1.34,0.005464481,3116,train,1
S,0.440853,0.067,-0.09,-1.598,-0.54,0.004132231,2458,train,0
S,0.440853,0.083,-0.069,-1.349,-0.445,0.012658228,2742,train,0
S,0.440853,0.166,-0.118,-1.063,-0.338,0.002173913,1527,train,0
S,0.440853,0.358,0.342,-0.648,0.017,0.016632017,3357,train,0
S,0.440853,0.519,0.619,-0.209,0.31,0.063926941,3514,train,0
S,0.440853,0.598,0.649,-0.269,0.326,0.014423077,1072,train,0
S,0.440853,0.9,1.5,1,1.133,0.738095238,2966,test,NA
S,0.4409,0.063,-0.339,-1.233,-0.503,0.005174644,1126,train,0
S,0.444081,0.015,-0.693,-2.137,-0.938,0.02739726,820,train,0
S,0.444081,0.027,-0.374,-1.482,-0.61,0.300813008,3625,train,0
S,0.444081,0.042,-0.172,-1.439,-0.523,0.006289308,1949,train,0
S,0.444081,0.135,0.018,-0.938,-0.262,0.045454545,3699,test,NA
S,0.444081,0.145,-0.216,-1.066,-0.379,0.009483667,2532,test,NA
S,0.444081,0.239,0.658,-0.134,0.254,0.103896104,2020,train,0
S,0.444081,0.424,-0.051,-0.509,-0.045,0.083333333,3065,test,NA
S,0.444081,0.54,0.705,0.432,0.559,0.031185031,3169,train,0
S,0.444081,0.791,1.072,0.623,0.829,0.062861272,2646,test,NA
S,0.444081,0.914,0.917,1.156,0.996,0.015957447,130,train,1
S,0.444081,0.939,1.304,1.522,1.255,0.013605442,3,train,1
S,0.444081,0.945,1.567,1.678,1.397,0.121546961,801,test,NA
S,0.447574,0.032,-0.511,-1.761,-0.747,0.034368071,3057,train,0
S,0.447574,0.071,-0.574,-1.413,-0.639,0.052631579,2382,train,0
S,0.447574,0.096,-0.179,-1.213,-0.432,0.001165501,661,train,0
S,0.447574,0.151,0.093,-0.713,-0.156,0.051975052,2959,train,0
S,0.447574,0.201,0.153,-0.816,-0.154,0.007389163,467,train,0
S,0.447574,0.264,0.01,-0.926,-0.217,0.004065041,342,train,0
S,0.447574,0.311,0.184,-0.407,0.029,0.003623188,559,train,0
S,0.447574,0.749,0.823,0.306,0.626,0.02173913,2829,train,0
S,0.447574,0.758,0.957,0.811,0.842,0.051975052,9,train,0
S,0.4476,0.194,0.028,-0.864,-0.214,0.013583441,2421,train,0
S,0.450668,0.229,-0.148,-0.688,-0.202,0.008343266,3373,train,0
S,0.450668,0.493,0.672,-0.047,0.373,8.3682e-4,3363,test,NA
S,0.450668,0.917,1.145,1.298,1.12,0.005154639,3418,train,0
S,0.4507,0.205,0.134,-1.058,-0.24,6.46831e-4,3673,test,NA
S,0.4507,0.248,0.12,-0.73,-0.121,0.09148265,3690,train,0
S,0.4507,0.727,0.33,0.256,0.438,0.007115136,1770,train,0
S,0.454136,0.02,-0.299,-2.224,-0.834,0.012658228,2242,train,0
S,0.454136,0.034,-0.012,-1.266,-0.415,0.005154639,2933,train,0
S,0.454136,0.055,-0.14,-1.681,-0.589,0.003405221,3501,train,0
S,0.454136,0.072,-0.303,-1.414,-0.548,0.004545455,84,train,0
S,0.454136,0.111,-0.28,-1.339,-0.503,0.004716981,1178,train,0
S,0.454136,0.163,-0.186,-1.061,-0.361,0.001356852,78,train,0
S,0.454136,0.282,-0.035,-0.834,-0.196,0.002270148,923,test,NA
S,0.454136,0.539,0.901,0.076,0.505,0.106696935,1180,train,0
S,0.454136,0.688,0.879,0.642,0.736,0.012315271,3230,train,0
S,0.458154,0.113,-0.172,-1.182,-0.414,0.001165501,1714,test,NA
S,0.458154,0.22,-0.243,-1.087,-0.37,0.010869565,3215,train,0
S,0.458154,0.225,0.103,-0.764,-0.145,0.011290323,571,train,0
S,0.458154,0.234,0.364,-0.557,0.014,0.005319149,94,train,0
S,0.458154,0.256,-0.001,-0.718,-0.154,0.149253731,3032,train,0
S,0.458154,0.337,0.243,-0.306,0.091,0.004237288,1412,train,0
S,0.458154,0.527,0.342,0.201,0.357,0.235051546,970,train,0
S,0.458154,0.71,0.963,0.468,0.714,0.041564792,1161,train,0
S,0.458154,0.765,1.302,0.653,0.907,0.052631579,1497,train,1
S,0.461924,0.02,-0.642,-2.003,-0.875,0.25,2085,train,0
S,0.461924,0.05,-0.202,-1.484,-0.545,0.333333333,2853,train,0
S,0.461924,0.056,-0.032,-1.563,-0.513,0,3502,train,0
S,0.461924,0.165,-0.059,-1.053,-0.316,0.166666667,2550,train,0
S,0.461924,0.273,-0.081,-0.68,-0.163,0.017006803,1012,test,NA
S,0.461924,0.281,0.177,-0.68,-0.074,0.003610108,751,test,NA
S,0.461924,0.361,0.244,-0.523,0.027,0.013157895,254,train,0
S,0.461924,0.401,0.158,-0.29,0.09,0.023622047,1902,test,NA
S,0.461924,0.441,1.028,0.152,0.54,0.046391753,3153,train,0
S,0.461924,0.506,0.853,-0.093,0.422,0.106521739,374,train,0
S,0.461924,0.724,0.929,0.548,0.734,0.005154639,943,test,NA
S,0.461924,0.742,1.155,0.616,0.838,0.296296296,3398,train,0
S,0.461924,0.929,1.001,1.106,1.012,0.066298343,3319,test,NA
S,0.46524,0.546,0.262,-0.029,0.26,0.012594458,1227,test,NA
S,0.465241,0.06,-0.423,-1.258,-0.54,0.05,2652,train,0
S,0.465241,0.244,0.212,-0.75,-0.098,0.011904762,2342,train,0
S,0.465241,0.273,0.378,-0.712,-0.02,0.2909699,862,train,0
S,0.465241,0.36,0.388,-0.417,0.11,0.010869565,3307,train,0
S,0.465241,0.54,0.062,0.089,0.23,0.012283237,182,test,NA
S,0.465241,0.557,0.36,0.147,0.355,0.065934066,3189,train,0
S,0.465241,0.658,0.605,0.275,0.513,0.027210884,823,train,0
S,0.465241,0.72,0.951,0.368,0.68,0.018211921,1414,train,0
S,0.4685,0.276,0.799,-0.094,0.327,0.012936611,2187,test,NA
S,0.468512,0.076,-0.161,-1.543,-0.543,0.015652174,2733,train,0
S,0.468512,0.086,-0.433,-1.47,-0.606,0.005952381,512,test,NA
S,0.468512,0.101,-0.45,-1.392,-0.58,0.010526316,124,train,0
S,0.468512,0.144,-0.311,-1.033,-0.4,0.004065041,1468,test,NA
S,0.468512,0.252,0.56,-0.063,0.25,0.004716981,3553,train,0
S,0.468512,0.29,-0.008,-0.909,-0.209,0.002463054,3666,train,0
S,0.468512,0.709,0.519,0.136,0.455,0.023890785,1889,test,NA
S,0.468512,0.834,1.15,0.817,0.934,0.084537572,3066,train,0
S,0.468512,0.881,1.132,1.041,1.018,0.00872093,3434,train,0
S,0.47249,0.535,0.907,0.378,0.607,0.098360656,3407,train,0
S,0.47249,0.753,1.051,1.033,0.946,0.005037783,727,train,0
S,0.472492,0.057,-0.24,-1.685,-0.623,0.013568521,2687,test,NA
S,0.472492,0.118,-0.047,-0.701,-0.21,0.003412969,619,train,0
S,0.472492,0.203,-0.163,-0.918,-0.293,0.005291005,2185,train,0
S,0.472492,0.229,-0.041,-0.742,-0.185,0.007125891,733,train,0
S,0.472492,0.323,0.106,-0.583,-0.051,0.010869565,1017,train,0
S,0.472492,0.412,0.02,-0.522,-0.03,0.021052632,29,train,0
S,0.472492,0.788,0.979,0.535,0.767,0.136904762,3024,train,0
S,0.47658,0.197,0.056,-0.665,-0.137,0.098360656,582,test,NA
S,0.47658,0.198,0.027,-0.877,-0.217,0.006578947,3346,train,0
S,0.47658,0.635,0.816,0.606,0.686,0.171052632,990,test,NA
S,0.476583,0.025,-0.539,-1.74,-0.751,0.004545455,1625,train,0
S,0.476583,0.246,0.112,-0.677,-0.106,0.024948025,989,train,0
S,0.476583,0.442,0.183,-0.026,0.2,0.005154639,2653,train,0
S,0.476583,0.559,0.471,-0.408,0.207,0.333333333,328,train,0
S,0.476583,0.725,0.516,0.057,0.433,0.039473684,3726,train,0
S,0.476583,0.803,0.893,0.65,0.782,0.003610108,2604,train,0
S,0.476583,0.943,1.772,1.453,1.389,0.161157025,1954,test,NA
S,0.48014,0.497,0.051,-0.227,0.107,0.005037783,3122,train,0
S,0.480142,0.116,-0.275,-1,-0.386,0.010309278,3080,test,NA
S,0.480142,0.14,-0.108,-1.172,-0.38,0.010869565,1778,test,NA
S,0.480142,0.166,0.072,-0.739,-0.167,0.002463054,3232,train,0
S,0.480142,0.181,0.072,-0.909,-0.219,0.02826087,1489,train,0
S,0.480142,0.211,0.701,-0.198,0.238,0.086956522,2271,train,0
S,0.480142,0.388,0.146,-0.533,0,0.005675369,1417,train,0
S,0.480142,0.431,0.953,0.159,0.514,0.065217391,1432,train,0
S,0.480142,0.476,0.771,-0.369,0.293,0.00125523,1071,train,0
S,0.480142,0.813,1.169,1.039,1.007,0.194029851,2355,train,1
S,0.483068,0.044,-0.534,-1.765,-0.752,0.021857924,1849,train,0
S,0.483068,0.219,-0.016,-0.627,-0.141,0.003401361,3492,train,0
S,0.483068,0.236,0.013,-1.178,-0.31,0.007751938,1776,train,0
S,0.483068,0.32,0.085,-0.564,-0.053,0.146341463,3243,train,0
S,0.483068,0.402,0.642,-0.177,0.289,0.032258065,660,test,NA
S,0.483068,0.446,0.095,-0.039,0.167,0.007644197,541,train,1
S,0.483068,0.544,0.345,0.175,0.355,0.028571429,3157,train,0
S,0.483068,0.694,0.378,-0.049,0.341,0.001897533,2282,train,0
S,0.486429,0.035,-0.422,-1.728,-0.705,0.001165501,1794,train,0
S,0.486429,0.041,-0.071,-1.775,-0.602,0.004065041,1267,train,0
S,0.486429,0.048,-0.478,-1.806,-0.745,0.06175772,1843,test,NA
S,0.486429,0.098,0.229,-1.008,-0.227,0.001135074,3186,train,0
S,0.486429,0.162,-0.052,-1.13,-0.34,0,593,test,NA
S,0.486429,0.166,-0.087,-1.129,-0.35,0.010869565,1496,test,NA
S,0.486429,0.232,-0.022,-0.818,-0.203,0.017006803,537,train,0
S,0.486429,0.277,0.501,-0.309,0.156,0.004780876,2221,train,0
S,0.486429,0.279,-0.08,-0.655,-0.152,0.003412969,574,train,0
S,0.486429,0.333,0.12,-0.75,-0.099,0.006276151,2408,train,0
S,0.486429,0.408,1.067,-0.038,0.479,0.021052632,3025,train,0
S,0.486429,0.599,0.312,-0.115,0.265,0.018326693,3147,train,0
S,0.486429,0.717,0.359,0.16,0.412,0.107142857,880,train,0
S,0.486429,0.923,0.877,1.011,0.937,0.10137457,1069,test,NA
S,0.490133,0.095,-0.262,-1.432,-0.533,0.010309278,1673,train,0
S,0.490133,0.115,-0.328,-1.418,-0.544,0.012658228,2991,train,0
S,0.490133,0.119,-0.183,-1.384,-0.483,0.003325942,495,train,0
S,0.490133,0.128,-0.017,-1.132,-0.34,0.032967033,1445,train,0
S,0.494,0.509,0.157,-0.257,0.136,0.017464424,25,train,0
S,0.494003,0.036,-0.492,-1.743,-0.733,0.007211538,3213,train,0
S,0.494003,0.055,-0.663,-1.724,-0.777,0.00867052,2723,train,0
S,0.494003,0.073,0.002,-1.049,-0.325,0.005464481,3634,train,0
S,0.494003,0.096,0.099,-1,-0.268,0.087628866,753,test,NA
S,0.494003,0.192,-0.056,-0.766,-0.21,0.001612903,1818,train,0
S,0.494003,0.193,-0.204,-1.217,-0.409,0.005524862,485,train,0
S,0.494003,0.197,-0.087,-0.764,-0.218,0.011086475,617,train,0
S,0.494003,0.237,0.124,-0.583,-0.074,0.333333333,2616,train,0
S,0.494003,0.328,0.153,-0.414,0.022,0.009090909,552,test,NA
S,0.494003,0.416,0.264,-0.531,0.05,0.021676301,2072,train,0
S,0.494003,0.519,0.276,-0.309,0.162,0.00251046,3587,train,0
S,0.494003,0.646,0.12,-0.596,0.057,0.015228426,3627,train,0
S,0.494003,0.652,0.477,0.198,0.442,0.046676096,1781,train,0
S,0.494003,0.754,1.038,0.393,0.728,0.146025105,852,train,0
S,0.497853,0.019,-0.377,-2.026,-0.795,0.003225806,1271,train,0
S,0.497853,0.045,-0.376,-1.817,-0.716,7.96813e-4,1054,test,NA
S,0.497853,0.187,-0.034,-0.649,-0.165,0.002270148,1532,train,0
S,0.497853,0.29,0.121,-1.132,-0.24,0.009090909,2076,train,0
S,0.497853,0.409,0.831,0.069,0.436,0.063583815,3555,train,0
S,0.497853,0.416,-0.026,-0.562,-0.057,0.008130081,2164,train,0
S,0.497853,0.426,0.152,-0.429,0.05,0.007042254,778,train,0
S,0.497853,0.513,0.944,0.261,0.573,0.035360679,2745,train,0
S,0.497853,0.899,1.106,0.945,0.983,0.021216407,57,train,0
S,0.497853,0.952,1.299,1.386,1.212,0.163265306,2453,train,1
S,0.4979,0.065,-0.026,-0.979,-0.313,6.46831e-4,3489,train,0
S,0.5017,0.052,-0.346,-1.649,-0.648,0.007211538,2628,train,0
S,0.5017,0.081,-0.272,-1.284,-0.492,0.001165501,3256,train,0
S,0.5017,0.189,-0.221,-0.857,-0.296,0.004132231,1205,train,0
S,0.5017,0.443,0.146,-0.097,0.164,0.003030303,2123,train,0
S,0.5017,0.484,0.533,-0.129,0.296,0.041237113,2970,train,0
S,0.5017,0.499,0.235,-0.303,0.144,0.01039501,211,train,0
S,0.5017,0.517,0.505,0.136,0.386,0.003968254,1763,train,0
S,0.5017,0.582,0.352,0.035,0.323,0.076521739,3426,train,0
S,0.5017,0.624,0.359,-0.311,0.224,0.005076142,2705,train,0
S,0.5017,0.914,1.535,1.261,1.237,0.008591065,1149,train,0
S,0.505461,0.029,-0.538,-1.609,-0.706,0.004662005,3610,test,NA
S,0.505461,0.032,-0.684,-1.81,-0.821,8.3682e-4,1927,train,0
S,0.505461,0.033,-0.345,-1.665,-0.659,0.296296296,1331,test,NA
S,0.505461,0.034,-0.619,-2.187,-0.924,0.002252252,2224,train,0
S,0.505461,0.068,-0.48,-1.669,-0.694,0.032520325,679,test,NA
S,0.505461,0.103,-0.356,-1.143,-0.465,0.008158508,1479,test,NA
S,0.505461,0.105,-0.303,-1.056,-0.418,0.032786885,2210,train,0
S,0.505461,0.122,-0.291,-0.817,-0.329,0.002217295,421,test,NA
S,0.505461,0.147,0.665,-0.312,0.167,7.96813e-4,3155,train,0
S,0.505461,0.154,-0.215,-0.924,-0.328,0.031914894,750,test,NA
S,0.505461,0.156,0.184,-0.666,-0.109,0.005959476,161,train,0
S,0.505461,0.165,-0.138,-1.143,-0.372,0.006237006,198,train,0
S,0.505461,0.182,-0.093,-0.789,-0.233,0.001096491,2362,train,0
S,0.505461,0.189,-0.064,-0.79,-0.222,0.016129032,615,train,0
S,0.505461,0.399,0.273,-0.136,0.179,0.073684211,199,train,0
S,0.505461,0.495,0.33,-0.174,0.217,0.002150538,998,test,NA
S,0.505461,0.793,0.748,0.926,0.822,0.050809604,625,test,NA
S,0.5055,0.728,0.408,0.275,0.47,6.46831e-4,1734,train,0
S,0.5055,0.891,0.508,1.028,0.809,6.46831e-4,2676,train,0
S,0.509769,0.051,-0.263,-1.477,-0.563,0.005524862,878,train,0
S,0.509769,0.056,-0.344,-1.328,-0.539,0.003496503,3105,train,0
S,0.509769,0.083,-0.133,-1.385,-0.478,0.002150538,2871,train,0
S,0.509769,0.09,-0.258,-1.51,-0.559,0.16,3624,train,0
S,0.509769,0.094,-0.121,-1.13,-0.386,0.005813953,675,test,NA
S,0.509769,0.115,-0.01,-0.715,-0.203,0.06010929,1840,test,NA
S,0.509769,0.147,-0.135,-1.385,-0.458,0.010869565,1336,train,0
S,0.509769,0.317,-0.201,-0.77,-0.218,0.005291005,346,train,0
S,0.509769,0.36,0.028,-0.791,-0.134,0.003344482,1694,test,NA
S,0.509769,0.387,0.735,0.074,0.399,0.040609137,1545,train,0
S,0.509769,0.564,0.075,-0.081,0.186,0.001593625,3161,train,0
S,0.509769,0.667,0.387,-0.218,0.279,0.003311258,1156,train,0
S,0.5098,0.868,1.429,1.078,1.125,0.022639069,2543,test,NA
S,0.51388,0.034,-0.454,-1.853,-0.758,0.010928962,955,test,NA
S,0.51388,0.043,-0.231,-1.62,-0.603,0.001135074,1301,test,NA
S,0.51388,0.058,-0.111,-1.486,-0.513,0.035278155,2202,train,0
S,0.51388,0.064,-0.333,-1.456,-0.575,0.002331002,1024,train,0
S,0.51388,0.075,-0.144,-1.417,-0.495,0.009433962,2386,train,0
S,0.51388,0.111,-0.002,-0.955,-0.282,0.006578947,248,train,0
S,0.51388,0.145,-0.108,-1.066,-0.343,0.008130081,2740,train,0
S,0.51388,0.227,0.264,-0.393,0.033,0.010238908,1491,test,NA
S,0.51388,0.417,0.153,-0.317,0.084,0.003412969,713,test,NA
S,0.51388,0.462,0.569,-0.384,0.216,0.010309278,2106,train,0
S,0.51388,0.486,0.246,-0.146,0.195,0.010204082,937,train,0
S,0.51388,0.704,0.751,0.34,0.598,7.22543e-4,3280,train,0
S,0.51756,0.051,-0.375,-1.7,-0.675,0.344262295,3581,test,NA
S,0.517562,0.036,-0.349,-1.553,-0.622,0.010928962,3722,train,0
S,0.517562,0.077,-0.392,-1.175,-0.497,0.040322581,98,train,0
S,0.517562,0.09,-0.096,-1.062,-0.356,0.026804124,1696,test,NA
S,0.517562,0.112,-0.071,-0.868,-0.276,0.00483871,965,train,0
S,0.517562,0.148,-0.172,-1.062,-0.362,0.004545455,2689,test,NA
S,0.517562,0.178,0.051,-1.031,-0.267,0.032894737,1061,test,NA
S,0.517562,0.208,0.192,-0.771,-0.124,0.02173913,2892,train,0
S,0.517562,0.251,0.008,-0.749,-0.163,0.005524862,3405,test,NA
S,0.517562,0.296,0.079,-0.298,0.026,4.1841e-4,2500,train,0
S,0.517562,0.611,0.273,0.122,0.335,0.034129693,1067,train,0
S,0.52109,0.031,-0.602,-1.978,-0.85,0.032786885,2503,train,0
S,0.52109,0.465,0.167,-0.034,0.199,0.032894737,1264,train,0
S,0.521092,0.021,-0.636,-2.097,-0.904,0.021186441,380,train,0
S,0.521092,0.025,-0.52,-1.976,-0.824,0.027272727,2759,train,0
S,0.521092,0.039,-0.447,-1.699,-0.702,0.001030928,784,test,NA
S,0.521092,0.04,-0.379,-1.907,-0.749,0.007425743,125,train,0
S,0.521092,0.064,-0.176,-1.372,-0.495,0.001655629,1861,train,0
S,0.521092,0.078,-0.47,-1.591,-0.661,0.002779708,1308,train,0
S,0.521092,0.084,-0.02,-1.119,-0.352,0,1365,train,0
S,0.521092,0.084,-0.179,-1.685,-0.593,0.032608696,917,train,0
S,0.521092,0.102,0.083,-1.062,-0.292,0.011111111,1844,train,0
S,0.521092,0.171,-0.096,-0.949,-0.291,6.94927e-4,403,train,0
S,0.521092,0.179,-0.119,-1.002,-0.314,0.02994012,1154,train,0
S,0.521092,0.181,-0.057,-0.698,-0.191,0.102362205,2269,train,0
S,0.521092,0.182,-0.11,-1.022,-0.317,0.001135074,1383,train,0
S,0.521092,0.222,0.361,-0.536,0.016,0.012987013,1027,train,0
S,0.521092,0.32,0.378,-0.531,0.056,0.002118644,3212,train,0
S,0.521092,0.336,-0.097,-0.473,-0.078,0.038220987,496,train,0
S,0.521092,0.392,0.368,-0.151,0.203,0.036674817,810,train,0
S,0.521092,0.428,0.087,-0.478,0.012,0.006802721,1046,train,0
S,0.521092,0.812,0.703,0.932,0.816,0.40625,3632,train,1
S,0.5211,0.212,0.075,-0.855,-0.189,0.002587322,1963,test,NA
S,0.525368,0.06,-0.303,-1.436,-0.56,0.002217295,1639,train,0
S,0.525368,0.064,-0.421,-1.573,-0.643,0.001165501,1263,train,0
S,0.525368,0.067,-0.101,-1.21,-0.415,0.005347594,51,train,0
S,0.525368,0.085,-0.204,-1.314,-0.478,0.002061856,103,train,0
S,0.525368,0.095,-0.227,-1.005,-0.379,4.1841e-4,365,train,0
S,0.525368,0.136,0.081,-1,-0.261,0.041580042,2444,train,0
S,0.525368,0.146,-0.162,-1.064,-0.36,0.001453488,1811,train,0
S,0.525368,0.212,-0.245,-0.693,-0.242,0.105263158,354,test,NA
S,0.525368,0.306,0.128,-0.323,0.037,0.001030928,2265,train,0
S,0.525368,0.435,0.603,0.265,0.434,0.001655629,2660,train,0
S,0.525368,0.557,1.008,0.023,0.529,0.064516129,3188,train,0
S,0.525368,0.944,1.702,1.65,1.432,0.133913044,3383,train,1
S,0.5254,0.096,-0.179,-1.074,-0.386,6.46831e-4,848,test,NA
S,0.5296,0.252,-0.128,-0.412,-0.096,0.008928571,576,train,0
S,0.529623,0.069,-0.204,-1.222,-0.452,0.002109705,3091,train,0
S,0.529623,0.069,-0.378,-1.402,-0.57,0.054151625,3400,train,0
S,0.529623,0.152,-0.076,-0.775,-0.233,0.003325942,2258,test,NA
S,0.529623,0.155,-0.155,-0.907,-0.302,0.004545455,883,train,0
S,0.529623,0.238,0.075,-0.58,-0.089,0.004716981,2633,test,NA
S,0.529623,0.289,-0.078,-0.441,-0.077,0.008264463,75,train,0
S,0.529623,0.74,0.213,0.379,0.444,0.030716724,3520,train,0
S,0.529623,0.754,0.553,0.379,0.562,0.092896175,2942,train,1
S,0.529623,0.794,1.063,0.661,0.839,0.022099448,1311,train,0
S,0.534167,0.032,-0.498,-1.718,-0.728,0.009205021,3707,train,0
S,0.534167,0.033,-0.531,-1.638,-0.712,0.006986028,1115,train,0
S,0.534167,0.039,-0.402,-1.628,-0.664,0.002118644,469,test,NA
S,0.534167,0.046,-0.343,-1.807,-0.701,4.1841e-4,1744,train,0
S,0.534167,0.091,-0.207,-1.345,-0.487,0.010526316,1743,train,0
S,0.534167,0.12,-0.009,-1.083,-0.324,0.010115607,1219,train,0
S,0.534167,0.136,-0.173,-1.056,-0.364,0.021390374,2599,train,0
S,0.534167,0.147,-0.108,-1.013,-0.325,0.021929825,19,train,0
S,0.534167,0.149,-0.124,-1.003,-0.326,0.009389671,2327,train,0
S,0.534167,0.156,-0.054,-0.892,-0.263,0.002270148,1109,train,0
S,0.534167,0.257,0.055,-0.625,-0.104,0.003401361,892,train,0
